"","auto.arima","ets","WN","RW","RD","RF","RF2","RF3"
"1",10.5276121006818,10.3187707288355,24.8061912711852,13.5242826397735,10.5276121006818,10.3187707288355,10.3187707288355,7.94450105517249
"2",5.71386708851938,7.69931289661348,15.8975329998139,7.78949004975124,5.22596452199889,5.71386708851938,5.71386708851938,5.76379077682579
"3",8.63359042679514,7.65625712266274,22.8918822711446,11.5563254032428,8.44010519054348,8.5579681526227,8.5579681526227,8.33522924783432
"4",2.94027817555973,2.9555400488981,10.0944930789446,3.81591369010745,2.05937594899917,2.94027817555973,2.94027817555973,3.35795150296285
"5",10.1270472057362,9.88975889459489,21.4427718502449,13.1853523332336,11.8011284205911,11.8011284205911,11.8011284205911,9.97173312636565
"6",5.54339312034753,3.59536865019331,16.0030463320139,7.77078553479733,5.69921169183706,5.54339312034753,5.54339312034753,4.59848090550956
"7",7.60049192259828,11.1005927020415,16.5928400523941,11.1004919225731,7.60049192259828,11.1004919225731,11.1004919225731,9.88205501382623
"8",6.84308990257186,7.13999660752192,14.8952446592677,10.3430899025657,6.84308990257186,6.84308990257186,10.3430899025657,7.50435539333722
"9",5.86529330987009,9.25760797503269,13.8348734546975,9.25748693218898,5.86529330987009,5.86529330987009,5.86529330987009,4.96928531170336
"10",1.2379326716503,1.43027497415829,6.09115257368738,0.875314299218012,1.2379326716503,0.875314299218012,0.875314299218012,1.04217581850967
"11",3.40072567667919,4.54540001223241,13.5307989049278,2.54596399535424,2.18218157181572,3.40072567667919,3.40072567667919,3.03512175970213
"12",3.92372788998005,4.57426159513451,32.1284363696574,13.8754909709147,10.4707713343032,9.56975644648671,9.56975644648671,7.59594156699235
"13",8.49703093937147,10.0408089893012,32.4193245418335,10.3081214408688,8.6474142497732,8.6474142497732,8.6474142497732,6.41771076678942
"14",4.36913758495611,1.96879891164272,8.07686340395737,2.29121427930277,4.36913758495611,4.17992955665656,4.17992955665656,3.19691634110978
"15",7.34633344863366,9.0842766012179,15.0274991352473,9.08422691110342,6.25735039778589,6.25735039778589,6.25735039778589,5.52618471117231
"16",1.20990668596883,1.15171514118945,12.6831911972575,2.42509350328727,1.20990668596883,1.15171514118945,1.15716941174462,1.00125751550111
"17",2.54683125958981,2.53578211761403,5.33869298516233,2.54683125958981,1.61439275160725,2.50596866783662,2.50596866783662,2.04463575610733
"18",4.25524677456048,3.93571935999926,12.3469438406883,5.06236485830057,3.05763237330963,4.16740080651261,4.16740080651261,3.52323658848986
"19",6.05683571016418,5.79258521182061,13.3595854764493,8.14612777386967,6.05683571016418,5.79258521182061,5.79258521182061,5.35428946122875
"20",1.19998236378461,1.20003497288619,1.59169487333185,1.19998236378461,2.2359992378319,1.59169487333185,1.59169487333185,1.8849055040461
"21",3.31794454466337,2.83506355700619,7.28686915243616,2.83504399185336,1.08860814663951,2.83504399185336,3.31794454466337,2.83403635729067
"22",1.47552379888551,1.41819552531028,8.3062028692039,2.09970566593083,1.47552379888551,1.47552379888551,1.47552379888551,1.25755780213974
"23",2.83313759610995,2.71070812050453,3.92540967099565,5.83124933664087,8.14812519288449,2.71070812050453,2.71070812050453,2.81352142132361
"24",1.80107202915528,1.801605262041,1.80107202915528,0.883930287648054,1.5957746194083,1.5957746194083,1.5957746194083,1.40934497472125
"25",2.19130032220505,0.693559202562571,2.61004397830835,0.20182444076222,0.416988318161768,0.300001177782098,0.300001177782098,0.317773970484248
"26",1.27865397300277,1.0896916454555,1.89257808452865,1.0896916454555,1.15436876835621,1.15436876835621,1.15436876835621,1.07850204231145
"27",1.59902131428188,1.22067023310276,1.80765642922824,1.23726445788341,1.25614119710102,1.25614119710102,1.45971406837872,0.824776058563508
"28",1.21864476386037,1.27401098426458,1.21864476386037,1.38596090957487,1.406779983272,1.406779983272,1.406779983272,1.02991467032906
"29",1.57735714285714,1.57730110906209,3.73088095238095,1.57735714285714,0.53540100250451,1.57730071394114,1.57730110906209,1.39280923686583
"30",1.36239731543624,1.36234154316756,1.81680195241001,1.36239731543624,0.919239373601182,1.36239731543624,1.36239731543624,1.21770684563758
"31",2.74727838427948,2.95328633833816,2.63421268360461,2.74727838427948,2.42522598251192,2.9535773796302,2.9535773796302,2.75108114393533
